municipality,citizenship_status,year,working_age_population
Herning,Danish citizen,2025,48879
Herning,Danish citizen,2026,48812
Herning,Foreign citizen,2008,2748
Herning,Foreign citizen,2009,3328
Herning,Foreign citizen,2010,3563
Herning,Foreign citizen,2011,3812
Herning,Foreign citizen,2012,4076
Herning,Foreign citizen,2013,4280
Herning,Foreign citizen,2014,4491
Herning,Foreign citizen,2015,4627
Herning,Foreign citizen,2016,5057
Herning,Foreign citizen,2017,5355
Herning,Foreign citizen,2018,5526
Herning,Foreign citizen,2019,5731
Herning,Foreign citizen,2020,5659
Herning,Foreign citizen,2021,5684
Herning,Foreign citizen,2022,5824
Herning,Foreign citizen,2023,6386
Herning,Foreign citizen,2024,6669
Herning,Foreign citizen,2025,6945
Herning,Foreign citizen,2026,7298
Hillerød,Danish citizen,2008,28011
Hillerød,Danish citizen,2009,28047
Hillerød,Danish citizen,2010,28130
Hillerød,Danish citizen,2011,28264
Hillerød,Danish citizen,2012,28221
Hillerød,Danish citizen,2013,28136
Hillerød,Danish citizen,2014,28293
Hillerød,Danish citizen,2015,28428
Hillerød,Danish citizen,2016,28522
Hillerød,Danish citizen,2017,28628
Hillerød,Danish citizen,2018,28914
Hillerød,Danish citizen,2019,29018
Hillerød,Danish citizen,2020,29224
Hillerød,Danish citizen,2021,29457
Hillerød,Danish citizen,2022,30489
Hillerød,Danish citizen,2023,30563
Hillerød,Danish citizen,2024,30453
Hillerød,Danish citizen,2025,30329
Hillerød,Danish citizen,2026,30091
Hillerød,Foreign citizen,2008,1725
Hillerød,Foreign citizen,2009,1876
Hillerød,Foreign citizen,2010,1934
Hillerød,Foreign citizen,2011,2065
Hillerød,Foreign citizen,2012,2146
Hillerød,Foreign citizen,2013,2191
Hillerød,Foreign citizen,2014,2353
Hillerød,Foreign citizen,2015,2548
Hillerød,Foreign citizen,2016,2808
Hillerød,Foreign citizen,2017,3006
Hillerød,Foreign citizen,2018,3144
Hillerød,Foreign citizen,2019,3281
Hillerød,Foreign citizen,2020,3218
Hillerød,Foreign citizen,2021,3236
Hillerød,Foreign citizen,2022,3480
Hillerød,Foreign citizen,2023,4006
Hillerød,Foreign citizen,2024,4265
Hillerød,Foreign citizen,2025,4627
Hillerød,Foreign citizen,2026,4849
Hjørring,Danish citizen,2008,41447
Hjørring,Danish citizen,2009,41323
Hjørring,Danish citizen,2010,40982
Hjørring,Danish citizen,2011,40471
Hjørring,Danish citizen,2012,39985
Hjørring,Danish citizen,2013,39388
Hjørring,Danish citizen,2014,38715
Hjørring,Danish citizen,2015,38259
Hjørring,Danish citizen,2016,37822
Hjørring,Danish citizen,2017,37396
Hjørring,Danish citizen,2018,37082
Hjørring,Danish citizen,2019,36537
Hjørring,Danish citizen,2020,36102
Hjørring,Danish citizen,2021,35738
Hjørring,Danish citizen,2022,35174
Hjørring,Danish citizen,2023,34840
Hjørring,Danish citizen,2024,34425
Hjørring,Danish citizen,2025,34021
Hjørring,Danish citizen,2026,33487
Hjørring,Foreign citizen,2008,1556
Hjørring,Foreign citizen,2009,1646
Hjørring,Foreign citizen,2010,1695
Hjørring,Foreign citizen,2011,1752
Hjørring,Foreign citizen,2012,1857
Hjørring,Foreign citizen,2013,1943
Hjørring,Foreign citizen,2014,2182
Hjørring,Foreign citizen,2015,2368
Hjørring,Foreign citizen,2016,2686
Hjørring,Foreign citizen,2017,2886
Hjørring,Foreign citizen,2018,3038
Hjørring,Foreign citizen,2019,2930
Hjørring,Foreign citizen,2020,2995
Hjørring,Foreign citizen,2021,2971
Hjørring,Foreign citizen,2022,3019
Hjørring,Foreign citizen,2023,3353
Hjørring,Foreign citizen,2024,3317
Hjørring,Foreign citizen,2025,3386
Hjørring,Foreign citizen,2026,3537
Holbæk,Danish citizen,2008,43250
Holbæk,Danish citizen,2009,43249
Holbæk,Danish citizen,2010,43041
Holbæk,Danish citizen,2011,42633
Holbæk,Danish citizen,2012,42168
Holbæk,Danish citizen,2013,41749
Holbæk,Danish citizen,2014,41140
Holbæk,Danish citizen,2015,40893
Holbæk,Danish citizen,2016,40980
Holbæk,Danish citizen,2017,41348
Holbæk,Danish citizen,2018,41163
Holbæk,Danish citizen,2019,40982
Holbæk,Danish citizen,2020,41029
Holbæk,Danish citizen,2021,41087
Holbæk,Danish citizen,2022,41367
Holbæk,Danish citizen,2023,41281
Holbæk,Danish citizen,2024,41555
Holbæk,Danish citizen,2025,41467
Holbæk,Danish citizen,2026,41461
Holbæk,Foreign citizen,2008,2179
Holbæk,Foreign citizen,2009,2309
Holbæk,Foreign citizen,2010,2311
Holbæk,Foreign citizen,2011,2395
Holbæk,Foreign citizen,2012,2404
Holbæk,Foreign citizen,2013,2470
Holbæk,Foreign citizen,2014,2557
Holbæk,Foreign citizen,2015,2654
Holbæk,Foreign citizen,2016,2979
Holbæk,Foreign citizen,2017,3204
Holbæk,Foreign citizen,2018,3336
Holbæk,Foreign citizen,2019,3489
Holbæk,Foreign citizen,2020,3530
Holbæk,Foreign citizen,2021,3547
Holbæk,Foreign citizen,2022,3774
Holbæk,Foreign citizen,2023,4104
Holbæk,Foreign citizen,2024,4251
Holbæk,Foreign citizen,2025,4416
Holbæk,Foreign citizen,2026,4638
Holstebro,Danish citizen,2008,35684
Holstebro,Danish citizen,2009,35625
Holstebro,Danish citizen,2010,35338
Holstebro,Danish citizen,2011,35059
Holstebro,Danish citizen,2012,34644
Holstebro,Danish citizen,2013,34487
Holstebro,Danish citizen,2014,34256
Holstebro,Danish citizen,2015,34048
Holstebro,Danish citizen,2016,33807
Holstebro,Danish citizen,2017,33693
Holstebro,Danish citizen,2018,33567
Holstebro,Danish citizen,2019,33305
Holstebro,Danish citizen,2020,33111
Holstebro,Danish citizen,2021,33055
Holstebro,Danish citizen,2022,32852
Holstebro,Danish citizen,2023,32794
Holstebro,Danish citizen,2024,32696
Holstebro,Danish citizen,2025,32599
Holstebro,Danish citizen,2026,32385
Holstebro,Foreign citizen,2008,1613
Holstebro,Foreign citizen,2009,1723
Holstebro,Foreign citizen,2010,1721
Holstebro,Foreign citizen,2011,1801
Holstebro,Foreign citizen,2012,1925
Holstebro,Foreign citizen,2013,1967
Holstebro,Foreign citizen,2014,2099
Holstebro,Foreign citizen,2015,2257
Holstebro,Foreign citizen,2016,2460
Holstebro,Foreign citizen,2017,2651
Holstebro,Foreign citizen,2018,2767
Holstebro,Foreign citizen,2019,2857
Holstebro,Foreign citizen,2020,2940
Holstebro,Foreign citizen,2021,2919
Holstebro,Foreign citizen,2022,2989
Holstebro,Foreign citizen,2023,3254
Holstebro,Foreign citizen,2024,3369
Holstebro,Foreign citizen,2025,3567
Holstebro,Foreign citizen,2026,3730
Horsens,Danish citizen,2008,49451
Horsens,Danish citizen,2009,49704
Horsens,Danish citizen,2010,49595
Horsens,Danish citizen,2011,49634
Horsens,Danish citizen,2012,49541
Horsens,Danish citizen,2013,49649
Horsens,Danish citizen,2014,49692
Horsens,Danish citizen,2015,49623
Horsens,Danish citizen,2016,49766
Horsens,Danish citizen,2017,49893
Horsens,Danish citizen,2018,49833
Horsens,Danish citizen,2019,49977
Horsens,Danish citizen,2020,50227
Horsens,Danish citizen,2021,50791
Horsens,Danish citizen,2022,51512
Horsens,Danish citizen,2023,51932
Horsens,Danish citizen,2024,52092
Horsens,Danish citizen,2025,52189
Horsens,Danish citizen,2026,52343
Horsens,Foreign citizen,2008,3861
Horsens,Foreign citizen,2009,4453
Horsens,Foreign citizen,2010,4474
Horsens,Foreign citizen,2011,4754
Horsens,Foreign citizen,2012,5122
Horsens,Foreign citizen,2013,5588
Horsens,Foreign citizen,2014,5867
Horsens,Foreign citizen,2015,6145
Horsens,Foreign citizen,2016,6849
Horsens,Foreign citizen,2017,7403
Horsens,Foreign citizen,2018,7596
Horsens,Foreign citizen,2019,7855
Horsens,Foreign citizen,2020,7702
Horsens,Foreign citizen,2021,7819
Horsens,Foreign citizen,2022,8674
Horsens,Foreign citizen,2023,9587
Horsens,Foreign citizen,2024,9918
Horsens,Foreign citizen,2025,10163
Horsens,Foreign citizen,2026,10534
Hvidovre,Danish citizen,2008,29528
Hvidovre,Danish citizen,2009,29435
Hvidovre,Danish citizen,2010,29508
Hvidovre,Danish citizen,2011,29588
Hvidovre,Danish citizen,2012,29631
Hvidovre,Danish citizen,2013,29877
Hvidovre,Danish citizen,2014,29899
Hvidovre,Danish citizen,2015,29965
Hvidovre,Danish citizen,2016,29857
Hvidovre,Danish citizen,2017,29877
Hvidovre,Danish citizen,2018,29809
Hvidovre,Danish citizen,2019,29622
Hvidovre,Danish citizen,2020,29546
Hvidovre,Danish citizen,2021,29465
Hvidovre,Danish citizen,2022,29027
Hvidovre,Danish citizen,2023,28869
Hvidovre,Danish citizen,2024,28773
Hvidovre,Danish citizen,2025,28674
Hvidovre,Danish citizen,2026,28822
Hvidovre,Foreign citizen,2008,2668
Hvidovre,Foreign citizen,2009,2699
Hvidovre,Foreign citizen,2010,2857
Hvidovre,Foreign citizen,2011,2989
Hvidovre,Foreign citizen,2012,3193
Hvidovre,Foreign citizen,2013,3452
Hvidovre,Foreign citizen,2014,3724
Hvidovre,Foreign citizen,2015,4012
Hvidovre,Foreign citizen,2016,4300
Hvidovre,Foreign citizen,2017,4420
Hvidovre,Foreign citizen,2018,4587
Hvidovre,Foreign citizen,2019,4796
Hvidovre,Foreign citizen,2020,4817
Hvidovre,Foreign citizen,2021,4780
Hvidovre,Foreign citizen,2022,4895
Hvidovre,Foreign citizen,2023,5163
Hvidovre,Foreign citizen,2024,5427
Hvidovre,Foreign citizen,2025,5549
Hvidovre,Foreign citizen,2026,5863
Høje-Taastrup,Danish citizen,2008,28187
Høje-Taastrup,Danish citizen,2009,27887
Høje-Taastrup,Danish citizen,2010,27612
Høje-Taastrup,Danish citizen,2011,27217
Høje-Taastrup,Danish citizen,2012,26974
Høje-Taastrup,Danish citizen,2013,26735
Høje-Taastrup,Danish citizen,2014,26562
Høje-Taastrup,Danish citizen,2015,26411
Høje-Taastrup,Danish citizen,2016,26346
Høje-Taastrup,Danish citizen,2017,26284
Høje-Taastrup,Danish citizen,2018,26107
Høje-Taastrup,Danish citizen,2019,25802
Høje-Taastrup,Danish citizen,2020,25700
Høje-Taastrup,Danish citizen,2021,25972
Høje-Taastrup,Danish citizen,2022,26298
Høje-Taastrup,Danish citizen,2023,26829
Høje-Taastrup,Danish citizen,2024,27311
Høje-Taastrup,Danish citizen,2025,27522
Høje-Taastrup,Danish citizen,2026,27622
Høje-Taastrup,Foreign citizen,2008,3430
Høje-Taastrup,Foreign citizen,2009,3631
Høje-Taastrup,Foreign citizen,2010,3771
Høje-Taastrup,Foreign citizen,2011,3947
Høje-Taastrup,Foreign citizen,2012,4185
Høje-Taastrup,Foreign citizen,2013,4442
Høje-Taastrup,Foreign citizen,2014,4791
Høje-Taastrup,Foreign citizen,2015,5214
Høje-Taastrup,Foreign citizen,2016,5750
Høje-Taastrup,Foreign citizen,2017,6077
Høje-Taastrup,Foreign citizen,2018,6580
Høje-Taastrup,Foreign citizen,2019,6944
Høje-Taastrup,Foreign citizen,2020,6986
Høje-Taastrup,Foreign citizen,2021,7340
Høje-Taastrup,Foreign citizen,2022,8025
Høje-Taastrup,Foreign citizen,2023,9307
Høje-Taastrup,Foreign citizen,2024,10774
Høje-Taastrup,Foreign citizen,2025,11661
Høje-Taastrup,Foreign citizen,2026,12661
Hørsholm,Danish citizen,2008,13419
Hørsholm,Danish citizen,2009,13306
Hørsholm,Danish citizen,2010,13199
Hørsholm,Danish citizen,2011,13061
Hørsholm,Danish citizen,2012,12825
Hørsholm,Danish citizen,2013,12767
Hørsholm,Danish citizen,2014,12744
Hørsholm,Danish citizen,2015,12728
Hørsholm,Danish citizen,2016,12637
Hørsholm,Danish citizen,2017,12586
Hørsholm,Danish citizen,2018,12569
Hørsholm,Danish citizen,2019,12510
Hørsholm,Danish citizen,2020,12435
Hørsholm,Danish citizen,2021,12395
Hørsholm,Danish citizen,2022,12286
Hørsholm,Danish citizen,2023,12184
Hørsholm,Danish citizen,2024,12177
Hørsholm,Danish citizen,2025,12258
Hørsholm,Danish citizen,2026,12301
Hørsholm,Foreign citizen,2008,1025
Hørsholm,Foreign citizen,2009,1091
Hørsholm,Foreign citizen,2010,1112
Hørsholm,Foreign citizen,2011,1113
Hørsholm,Foreign citizen,2012,1132
Hørsholm,Foreign citizen,2013,1182
Hørsholm,Foreign citizen,2014,1305
Hørsholm,Foreign citizen,2015,1297
Hørsholm,Foreign citizen,2016,1403
Hørsholm,Foreign citizen,2017,1447
Hørsholm,Foreign citizen,2018,1451
Hørsholm,Foreign citizen,2019,1462
Hørsholm,Foreign citizen,2020,1348
Hørsholm,Foreign citizen,2021,1308
Hørsholm,Foreign citizen,2022,1330
Hørsholm,Foreign citizen,2023,1462
Hørsholm,Foreign citizen,2024,1552
Hørsholm,Foreign citizen,2025,1671
Hørsholm,Foreign citizen,2026,1701
Ikast-Brande,Danish citizen,2008,24435
Ikast-Brande,Danish citizen,2009,24377
Ikast-Brande,Danish citizen,2010,24273
Ikast-Brande,Danish citizen,2011,24215
Ikast-Brande,Danish citizen,2012,23932
Ikast-Brande,Danish citizen,2013,23625
Ikast-Brande,Danish citizen,2014,23426
Ikast-Brande,Danish citizen,2015,23270
Ikast-Brande,Danish citizen,2016,23048
Ikast-Brande,Danish citizen,2017,22895
Ikast-Brande,Danish citizen,2018,22820
Ikast-Brande,Danish citizen,2019,22617
Ikast-Brande,Danish citizen,2020,22503
Ikast-Brande,Danish citizen,2021,22382
Ikast-Brande,Danish citizen,2022,22253
Ikast-Brande,Danish citizen,2023,22128
Ikast-Brande,Danish citizen,2024,22010
Ikast-Brande,Danish citizen,2025,21968
Ikast-Brande,Danish citizen,2026,21899
Ikast-Brande,Foreign citizen,2008,1375
Ikast-Brande,Foreign citizen,2009,1557
Ikast-Brande,Foreign citizen,2010,1638
Ikast-Brande,Foreign citizen,2011,1756
Ikast-Brande,Foreign citizen,2012,1902
Ikast-Brande,Foreign citizen,2013,1914
Ikast-Brande,Foreign citizen,2014,2091
Ikast-Brande,Foreign citizen,2015,2205
Ikast-Brande,Foreign citizen,2016,2438
Ikast-Brande,Foreign citizen,2017,2639
Ikast-Brande,Foreign citizen,2018,2773
Ikast-Brande,Foreign citizen,2019,2978
Ikast-Brande,Foreign citizen,2020,3090
Ikast-Brande,Foreign citizen,2021,3229
Ikast-Brande,Foreign citizen,2022,3572
Ikast-Brande,Foreign citizen,2023,4117
Ikast-Brande,Foreign citizen,2024,4407
Ikast-Brande,Foreign citizen,2025,4588
Ikast-Brande,Foreign citizen,2026,4853
Ishøj,Danish citizen,2008,11953
Ishøj,Danish citizen,2009,11708
Ishøj,Danish citizen,2010,11500
Ishøj,Danish citizen,2011,11379
Ishøj,Danish citizen,2012,11285
Ishøj,Danish citizen,2013,11106
Ishøj,Danish citizen,2014,11102
Ishøj,Danish citizen,2015,11142
Ishøj,Danish citizen,2016,11135
Ishøj,Danish citizen,2017,11234
Ishøj,Danish citizen,2018,11211
Ishøj,Danish citizen,2019,11009
Ishøj,Danish citizen,2020,10894
Ishøj,Danish citizen,2021,10958
Ishøj,Danish citizen,2022,10869
Ishøj,Danish citizen,2023,10867
Ishøj,Danish citizen,2024,10743
Ishøj,Danish citizen,2025,10832
Ishøj,Danish citizen,2026,10755
Ishøj,Foreign citizen,2008,2394
Ishøj,Foreign citizen,2009,2553
Ishøj,Foreign citizen,2010,2517
Ishøj,Foreign citizen,2011,2621
Ishøj,Foreign citizen,2012,2764
Ishøj,Foreign citizen,2013,2873
Ishøj,Foreign citizen,2014,3146
Ishøj,Foreign citizen,2015,3342
Ishøj,Foreign citizen,2016,3504
Ishøj,Foreign citizen,2017,3599
Ishøj,Foreign citizen,2018,3793
Ishøj,Foreign citizen,2019,3936
Ishøj,Foreign citizen,2020,4048
Ishøj,Foreign citizen,2021,4080
Ishøj,Foreign citizen,2022,4297
Ishøj,Foreign citizen,2023,4533
Ishøj,Foreign citizen,2024,4828
Ishøj,Foreign citizen,2025,5326
Ishøj,Foreign citizen,2026,5692
Jammerbugt,Danish citizen,2008,24271
Jammerbugt,Danish citizen,2009,24053
Jammerbugt,Danish citizen,2010,23843
Jammerbugt,Danish citizen,2011,23481
Jammerbugt,Danish citizen,2012,23142
Jammerbugt,Danish citizen,2013,22817
Jammerbugt,Danish citizen,2014,22394
Jammerbugt,Danish citizen,2015,22235
Jammerbugt,Danish citizen,2016,22093
Jammerbugt,Danish citizen,2017,21873
Jammerbugt,Danish citizen,2018,21673
Jammerbugt,Danish citizen,2019,21399
Jammerbugt,Danish citizen,2020,21253
Jammerbugt,Danish citizen,2021,21083
Jammerbugt,Danish citizen,2022,20986
Jammerbugt,Danish citizen,2023,20820
Jammerbugt,Danish citizen,2024,20643
Jammerbugt,Danish citizen,2025,20407
Jammerbugt,Danish citizen,2026,20230
Jammerbugt,Foreign citizen,2008,658
Jammerbugt,Foreign citizen,2009,735
Jammerbugt,Foreign citizen,2010,794
Jammerbugt,Foreign citizen,2011,846
Jammerbugt,Foreign citizen,2012,892
Jammerbugt,Foreign citizen,2013,976
Jammerbugt,Foreign citizen,2014,1031
Jammerbugt,Foreign citizen,2015,1116
Jammerbugt,Foreign citizen,2016,1281
Jammerbugt,Foreign citizen,2017,1411
Jammerbugt,Foreign citizen,2018,1436
Jammerbugt,Foreign citizen,2019,1459
Jammerbugt,Foreign citizen,2020,1427
Jammerbugt,Foreign citizen,2021,1355
Jammerbugt,Foreign citizen,2022,1397
Jammerbugt,Foreign citizen,2023,1587
Jammerbugt,Foreign citizen,2024,1628
Jammerbugt,Foreign citizen,2025,1689
Jammerbugt,Foreign citizen,2026,1752
Kalundborg,Danish citizen,2008,30989
Kalundborg,Danish citizen,2009,30756
Kalundborg,Danish citizen,2010,30407
Kalundborg,Danish citizen,2011,30050
Kalundborg,Danish citizen,2012,29351
Kalundborg,Danish citizen,2013,28870
Kalundborg,Danish citizen,2014,28696
Kalundborg,Danish citizen,2015,28486
Kalundborg,Danish citizen,2016,28284
Kalundborg,Danish citizen,2017,28111
Kalundborg,Danish citizen,2018,28021
Kalundborg,Danish citizen,2019,27719
Kalundborg,Danish citizen,2020,27386
Kalundborg,Danish citizen,2021,27321
Kalundborg,Danish citizen,2022,27101
Kalundborg,Danish citizen,2023,26965
Kalundborg,Danish citizen,2024,26578
Kalundborg,Danish citizen,2025,26112
Kalundborg,Danish citizen,2026,25698
Kalundborg,Foreign citizen,2008,1073
Kalundborg,Foreign citizen,2009,1145
Kalundborg,Foreign citizen,2010,1119
Kalundborg,Foreign citizen,2011,1132
Kalundborg,Foreign citizen,2012,1153
Kalundborg,Foreign citizen,2013,1159
Kalundborg,Foreign citizen,2014,1271
Kalundborg,Foreign citizen,2015,1387
Kalundborg,Foreign citizen,2016,1554
Kalundborg,Foreign citizen,2017,1701
Kalundborg,Foreign citizen,2018,1794
Kalundborg,Foreign citizen,2019,1807
Kalundborg,Foreign citizen,2020,1849
Kalundborg,Foreign citizen,2021,1833
Kalundborg,Foreign citizen,2022,1937
Kalundborg,Foreign citizen,2023,2222
Kalundborg,Foreign citizen,2024,2467
Kalundborg,Foreign citizen,2025,2855
Kalundborg,Foreign citizen,2026,3192
Kerteminde,Danish citizen,2008,14269
Kerteminde,Danish citizen,2009,14274
Kerteminde,Danish citizen,2010,14162
Kerteminde,Danish citizen,2011,14015
Kerteminde,Danish citizen,2012,13935
Kerteminde,Danish citizen,2013,13852
Kerteminde,Danish citizen,2014,13669
Kerteminde,Danish citizen,2015,13532
Kerteminde,Danish citizen,2016,13377
Kerteminde,Danish citizen,2017,13174
Kerteminde,Danish citizen,2018,13061
Kerteminde,Danish citizen,2019,12930
Kerteminde,Danish citizen,2020,12937
Kerteminde,Danish citizen,2021,12926
Kerteminde,Danish citizen,2022,12919
Kerteminde,Danish citizen,2023,12707
Kerteminde,Danish citizen,2024,12628
Kerteminde,Danish citizen,2025,12581
Kerteminde,Danish citizen,2026,12589
Kerteminde,Foreign citizen,2008,562
Kerteminde,Foreign citizen,2009,569
Kerteminde,Foreign citizen,2010,592
Kerteminde,Foreign citizen,2011,630
Kerteminde,Foreign citizen,2012,657
Kerteminde,Foreign citizen,2013,711
Kerteminde,Foreign citizen,2014,738
Kerteminde,Foreign citizen,2015,852
Kerteminde,Foreign citizen,2016,1012
Kerteminde,Foreign citizen,2017,1033
Kerteminde,Foreign citizen,2018,1045
Kerteminde,Foreign citizen,2019,1112
Kerteminde,Foreign citizen,2020,1112
Kerteminde,Foreign citizen,2021,1116
Kerteminde,Foreign citizen,2022,1165
Kerteminde,Foreign citizen,2023,1294
Kerteminde,Foreign citizen,2024,1313
Kerteminde,Foreign citizen,2025,1372
Kerteminde,Foreign citizen,2026,1600
Kolding,Danish citizen,2008,54514
Kolding,Danish citizen,2009,54540
Kolding,Danish citizen,2010,54404
Kolding,Danish citizen,2011,54038
Kolding,Danish citizen,2012,53681
Kolding,Danish citizen,2013,53400
Kolding,Danish citizen,2014,53107
Kolding,Danish citizen,2015,53096
Kolding,Danish citizen,2016,53012
Kolding,Danish citizen,2017,53244
Kolding,Danish citizen,2018,53044
Kolding,Danish citizen,2019,53034
Kolding,Danish citizen,2020,53124
Kolding,Danish citizen,2021,52714
Kolding,Danish citizen,2022,52695
Kolding,Danish citizen,2023,52672
Kolding,Danish citizen,2024,52770
Kolding,Danish citizen,2025,52736
Kolding,Danish citizen,2026,52662
Kolding,Foreign citizen,2008,3347
Kolding,Foreign citizen,2009,3667
Kolding,Foreign citizen,2010,3843
Kolding,Foreign citizen,2011,3943
Kolding,Foreign citizen,2012,4133
Kolding,Foreign citizen,2013,4327
Kolding,Foreign citizen,2014,4702
Kolding,Foreign citizen,2015,5120
Kolding,Foreign citizen,2016,5706
Kolding,Foreign citizen,2017,5795
Kolding,Foreign citizen,2018,5851
Kolding,Foreign citizen,2019,6072
Kolding,Foreign citizen,2020,6067
Kolding,Foreign citizen,2021,6148
Kolding,Foreign citizen,2022,6408
Kolding,Foreign citizen,2023,6982
Kolding,Foreign citizen,2024,7311
Kolding,Foreign citizen,2025,8079
Kolding,Foreign citizen,2026,8358
Køge,Danish citizen,2008,34993
Køge,Danish citizen,2009,34640
Køge,Danish citizen,2010,34570
Køge,Danish citizen,2011,34298
Køge,Danish citizen,2012,33968
Køge,Danish citizen,2013,34001
Køge,Danish citizen,2014,34141
Køge,Danish citizen,2015,34435
Køge,Danish citizen,2016,34402
Køge,Danish citizen,2017,34400
Køge,Danish citizen,2018,34404
Køge,Danish citizen,2019,34606
Køge,Danish citizen,2020,34698
Køge,Danish citizen,2021,34817
Køge,Danish citizen,2022,34870
Køge,Danish citizen,2023,34925
Køge,Danish citizen,2024,34949
Køge,Danish citizen,2025,34936
Køge,Danish citizen,2026,35035
Køge,Foreign citizen,2008,1909
Køge,Foreign citizen,2009,2045
Køge,Foreign citizen,2010,2097
Køge,Foreign citizen,2011,2191
Køge,Foreign citizen,2012,2276
Køge,Foreign citizen,2013,2383
Køge,Foreign citizen,2014,2583
Køge,Foreign citizen,2015,2857
Køge,Foreign citizen,2016,3275
Køge,Foreign citizen,2017,3409
Køge,Foreign citizen,2018,3558
Køge,Foreign citizen,2019,3605
Køge,Foreign citizen,2020,3751
Køge,Foreign citizen,2021,3932
Køge,Foreign citizen,2022,4104
Køge,Foreign citizen,2023,4582
Køge,Foreign citizen,2024,4771
Køge,Foreign citizen,2025,5068
Køge,Foreign citizen,2026,5418
Langeland,Danish citizen,2008,8113
Langeland,Danish citizen,2009,7940
Langeland,Danish citizen,2010,7883
Langeland,Danish citizen,2011,7679
Langeland,Danish citizen,2012,7458
Langeland,Danish citizen,2013,7221
Langeland,Danish citizen,2014,6990
Langeland,Danish citizen,2015,6840
Langeland,Danish citizen,2016,6677
Langeland,Danish citizen,2017,6602
Langeland,Danish citizen,2018,6531
Langeland,Danish citizen,2019,6368
Langeland,Danish citizen,2020,6264
Langeland,Danish citizen,2021,6068
Langeland,Danish citizen,2022,5950
Langeland,Danish citizen,2023,5837
Langeland,Danish citizen,2024,5707
Langeland,Danish citizen,2025,5531
Langeland,Danish citizen,2026,5387
Langeland,Foreign citizen,2008,274
Langeland,Foreign citizen,2009,287
Langeland,Foreign citizen,2010,278
Langeland,Foreign citizen,2011,287
Langeland,Foreign citizen,2012,283
Langeland,Foreign citizen,2013,295
Langeland,Foreign citizen,2014,315
Langeland,Foreign citizen,2015,354
Langeland,Foreign citizen,2016,425
Langeland,Foreign citizen,2017,460
Langeland,Foreign citizen,2018,505
Langeland,Foreign citizen,2019,572
Langeland,Foreign citizen,2020,565
Langeland,Foreign citizen,2021,570
Langeland,Foreign citizen,2022,597
Langeland,Foreign citizen,2023,682
Langeland,Foreign citizen,2024,718
Langeland,Foreign citizen,2025,670
Langeland,Foreign citizen,2026,673
Lejre,Danish citizen,2008,16568
Lejre,Danish citizen,2009,16422
Lejre,Danish citizen,2010,16296
Lejre,Danish citizen,2011,16071
Lejre,Danish citizen,2012,15929
Lejre,Danish citizen,2013,15717
Lejre,Danish citizen,2014,15657
Lejre,Danish citizen,2015,15616
Lejre,Danish citizen,2016,15552
Lejre,Danish citizen,2017,15474
Lejre,Danish citizen,2018,15458
Lejre,Danish citizen,2019,15550
Lejre,Danish citizen,2020,15611
Lejre,Danish citizen,2021,15579
Lejre,Danish citizen,2022,15762
Lejre,Danish citizen,2023,15777
Lejre,Danish citizen,2024,16025
Lejre,Danish citizen,2025,16041
Lejre,Danish citizen,2026,16070
Lejre,Foreign citizen,2008,606
Lejre,Foreign citizen,2009,655
Lejre,Foreign citizen,2010,635
Lejre,Foreign citizen,2011,639
Lejre,Foreign citizen,2012,686
Lejre,Foreign citizen,2013,716
Lejre,Foreign citizen,2014,762
Lejre,Foreign citizen,2015,902
Lejre,Foreign citizen,2016,1015
Lejre,Foreign citizen,2017,1073
Lejre,Foreign citizen,2018,1105
Lejre,Foreign citizen,2019,1144
Lejre,Foreign citizen,2020,1139
Lejre,Foreign citizen,2021,1147
Lejre,Foreign citizen,2022,1243
Lejre,Foreign citizen,2023,1435
Lejre,Foreign citizen,2024,1530
Lejre,Foreign citizen,2025,1589
Lejre,Foreign citizen,2026,1609
Lemvig,Danish citizen,2008,13390
Lemvig,Danish citizen,2009,13192
Lemvig,Danish citizen,2010,13081
Lemvig,Danish citizen,2011,12849
Lemvig,Danish citizen,2012,12604
Lemvig,Danish citizen,2013,12407
Lemvig,Danish citizen,2014,12141
Lemvig,Danish citizen,2015,11845
Lemvig,Danish citizen,2016,11562
Lemvig,Danish citizen,2017,11405
Lemvig,Danish citizen,2018,11218
Lemvig,Danish citizen,2019,11014
Lemvig,Danish citizen,2020,10711
Lemvig,Danish citizen,2021,10540
Lemvig,Danish citizen,2022,10233
Lemvig,Danish citizen,2023,9973
Lemvig,Danish citizen,2024,9766
Lemvig,Danish citizen,2025,9504
Lemvig,Danish citizen,2026,9313
Lemvig,Foreign citizen,2008,459
Lemvig,Foreign citizen,2009,539
Lemvig,Foreign citizen,2010,580
Lemvig,Foreign citizen,2011,586
Lemvig,Foreign citizen,2012,645
Lemvig,Foreign citizen,2013,695
Lemvig,Foreign citizen,2014,720
Lemvig,Foreign citizen,2015,771
Lemvig,Foreign citizen,2016,846
Lemvig,Foreign citizen,2017,926
Lemvig,Foreign citizen,2018,983
Lemvig,Foreign citizen,2019,982
Lemvig,Foreign citizen,2020,1012
Lemvig,Foreign citizen,2021,1010
Lemvig,Foreign citizen,2022,1091
Lemvig,Foreign citizen,2023,1273
Lemvig,Foreign citizen,2024,1282
Lemvig,Foreign citizen,2025,1293
Lemvig,Foreign citizen,2026,1294
Lolland,Danish citizen,2008,29046
Lolland,Danish citizen,2009,28553
Lolland,Danish citizen,2010,27852
